station_name,river_name,state,district,month,dissolved_oxygen,bod,ph,violation_reasons,risk_score,risk_category,label_confidence,risk_confidence,rule_based_explanation
"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,,Chandrapur,Sep,6.3,3.5,7.6,BOD (3.5 > 3),0.43,Low Risk,High,High,Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.
"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,,Chandrapur,Sep,6.8,3.2,8.2,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,,Chandrapur,Sep,5.8,4.4,8.2,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Sep,5.8,3.7,8.4,BOD (3.7 > 3),0.6,Low Risk,High,High,Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.
"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Sep,6.4,3.0,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Sep,6.5,3.6,8.4,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Sep,6.7,3.4,8.4,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,6.0,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,5.2,4.2,8.2,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,,Nashik,Sep,5.2,4.2,8.2,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,5.9,3.2,8.2,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,,Nashik,Sep,5.0,9.4,7.5,BOD (9.4 > 3),5.45,Low Risk,High,High,Non-compliant because BOD is 9.40 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,5.7,3.4,8.1,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,5.0,3.8,7.5,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,5.0,4.6,8.1,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,,Nashik,Sep,4.5,5.0,7.9,DO (4.5 < 5); BOD (5.0 > 3),5.7,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",Godavari,,Nashik,Sep,5.2,4.0,8.1,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,,Nashik,Sep,5.4,3.4,8.2,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",Darna,,Nashik,Sep,5.1,3.6,8.1,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",Darna,,Nashik,Sep,5.2,4.0,8.3,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",Darna,,Nashik,Sep,4.9,4.6,8.3,DO (4.9 < 5); BOD (4.6 > 3),2.16,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",Darna,,Nashik,Sep,5.3,3.8,8.3,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",Girna,,Nashik,Sep,5.6,4.6,8.2,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",Tapi,,Jalgaon,Sep,5.5,4.0,8.3,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",Tapi,,Jalgaon,Sep,5.0,4.8,8.1,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",Bori,,Jalgaon,Sep,5.2,4.2,8.1,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",Hiwara,,Jalgaon,Sep,5.2,4.0,8.3,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",Mor,,Jalgaon,Sep,5.6,3.8,8.3,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",Titur,,Jalgaon,Sep,4.7,4.8,8.1,DO (4.7 < 5); BOD (4.8 > 3),3.93,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",Waghur,,Jalgaon,Sep,5.1,4.2,8.1,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",Girna,,Jalgaon,Sep,5.5,4.0,8.3,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",Tapi,,Dhule,Sep,5.4,3.6,8.2,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",Amravati,,Dhule,Sep,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",Burai,,Dhule,Sep,5.4,3.8,8.3,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",Gomai,,Dhule,Sep,5.2,4.0,8.2,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",Kan,,Dhule,Sep,5.5,4.0,8.5,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",Panzara,,Dhule,Sep,5.6,3.8,8.4,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",Rangavali,,Dhule,Sep,5.0,4.8,8.5,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",Nira,,Pune,Sep,5.7,4.6,8.3,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",Mutha,,Pune,Sep,4.8,7.3,7.5,DO (4.8 < 5); BOD (7.3 > 3),5.26,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 7.30 mg/L (above 3). Risk category: Low Risk.
"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,,Pune,Sep,5.0,8.6,7.2,BOD (8.6 > 3),4.77,Low Risk,High,High,Non-compliant because BOD is 8.60 mg/L (above 3). Risk category: Low Risk.
"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",Mula,,Pune,Sep,5.6,5.8,7.8,BOD (5.8 > 3),2.38,Low Risk,High,High,Non-compliant because BOD is 5.80 mg/L (above 3). Risk category: Low Risk.
"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",Mula,,Pune,Sep,5.1,7.6,7.6,BOD (7.6 > 3),3.91,Low Risk,High,High,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.
"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",Nira,,Pune,Sep,5.2,7.4,8.0,BOD (7.4 > 3),3.74,Low Risk,High,High,Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk.
"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",Nira,,Pune,Sep,5.3,6.0,7.8,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",Bhima,,Pune,Sep,6.2,3.0,8.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",Mutha,,Pune,Sep,4.0,8.4,7.5,DO (4.0 < 5); BOD (8.4 > 3),12.6,Low Risk,High,High,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk.
"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",Mutha,,Pune,Sep,3.7,9.2,7.4,DO (3.7 < 5); BOD (9.2 > 3),15.68,Low Risk,High,High,Non-compliant because DO is 3.70 mg/L (below 5); BOD is 9.20 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",Bhima,,Pune,Sep,5.1,7.3,7.5,BOD (7.3 > 3),3.66,Low Risk,High,High,Non-compliant because BOD is 7.30 mg/L (above 3). Risk category: Low Risk.
"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",Bhima,,Pune,Sep,4.5,9.0,7.4,DO (4.5 < 5); BOD (9.0 > 3),9.11,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 9.00 mg/L (above 3). Risk category: Low Risk.
"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",Bhima,,Pune,Sep,5.1,8.2,7.7,BOD (8.2 > 3),4.43,Low Risk,High,High,Non-compliant because BOD is 8.20 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",Bhima,,Pune,Sep,5.6,5.5,8.1,BOD (5.5 > 3),2.13,Low Risk,High,High,Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk.
"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",Mutha,,Pune,Sep,6.9,2.4,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Sep,6.0,5.4,7.9,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,,Pune,Sep,6.5,4.6,8.2,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",Ghod,,Pune,Sep,6.4,4.0,8.2,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",Indrayani,,Pune,Sep,6.1,4.8,7.7,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Sep,6.6,3.8,7.8,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",Mula.Mutha,,Pune,Sep,5.2,7.2,7.2,BOD (7.2 > 3),3.57,Low Risk,High,High,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.
"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",Vel,,Pune,Sep,6.2,5.0,8.3,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Sep,5.2,5.6,7.3,BOD (5.6 > 3),2.21,Low Risk,High,High,Non-compliant because BOD is 5.60 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Sep,4.6,8.4,7.2,DO (4.6 < 5); BOD (8.4 > 3),7.8,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk.
"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Sep,4.9,8.2,7.2,DO (4.9 < 5); BOD (8.2 > 3),5.23,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 8.20 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",Pawana,,Pune,Sep,5.8,4.6,7.7,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",Pawana,,Pune,Sep,5.3,5.4,7.5,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Sep,5.1,7.0,7.2,BOD (7.0 > 3),3.4,Low Risk,High,High,Non-compliant because BOD is 7.00 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",Krishna,,Satara,Sep,6.1,4.6,8.2,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",Venna,,Satara,Sep,6.8,2.6,8.2,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Sep,5.9,5.4,8.3,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Sep,6.3,4.0,8.2,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",Koyna,,Satara,Sep,6.2,4.1,8.1,BOD (4.1 > 3),0.94,Low Risk,High,High,Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",Krishna,,Satara,Sep,6.1,4.6,8.2,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,,Satara,Sep,6.0,5.2,8.3,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",Nira,,Satara,Sep,6.2,4.5,8.2,BOD (4.5 > 3),1.28,Low Risk,High,High,Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.
"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",Urmodi,,Satara,Sep,6.1,5.0,8.2,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",Venna,,Satara,Sep,6.7,2.4,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",Venna,,Satara,Sep,6.3,4.2,8.1,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Dhom Dam, Village. Wai, Taluka.Mahabaleshwar, District.Satara.",Krishna,,Satara,Sep,6.9,2.2,8.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",Bhima,,Solapur,Sep,6.4,5.0,8.3,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",Bhima,,Solapur,Sep,6.4,4.8,8.2,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,,Solapur,Sep,6.5,4.6,8.2,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,,Solapur,Sep,5.8,5.4,8.2,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",Sina,,Solapur,Sep,5.8,7.4,8.4,BOD (7.4 > 3),3.74,Low Risk,High,High,Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk.
"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,,Solapur,Sep,6.1,6.0,8.3,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Ujani dam pumping station, Dist- Solapur ",Ujani,,Solapur,Sep,6.5,3.0,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
